symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
ZILUSDT,STOP_LOSS,0,2500.0,2.61,-66.2031,-2.648
FETUSDT,STOP_LOSS,0,2479.38,1.39,-65.6571,-2.648
LDOUSDT,STOP_LOSS,0,2434.07,0.42,-64.4572,-2.648
GALAUSDT,TRAILING,0,2401.84,3.65,34.1302,1.421
MANAUSDT,STOP_LOSS,0,1606.56,0.9,-42.5436,-2.648
JASMYUSDT,STOP_LOSS,0,1606.56,0.02,-42.5436,-2.648
GMTUSDT,STOP_LOSS,0,1606.56,1.03,-42.5436,-2.648
NEARUSDT,STOP_LOSS,0,2355.09,1.8,-62.3658,-2.648
APTUSDT,TRAILING,0,2323.91,5.43,73.5752,3.166
STGUSDT,TRAILING,0,2351.84,5.18,68.8233,2.926
APTUSDT,STOP_LOSS,0,2351.84,1.39,-62.2797,-2.648
TLMUSDT,TRAILING,0,2363.97,4.44,51.9815,2.199
DYDXUSDT,STOP_LOSS,0,2389.96,0.09,-63.2891,-2.648
MINAUSDT,STOP_LOSS,0,2358.31,0.25,-62.4511,-2.648
SFPUSDT,TRAILING,0,2327.09,3.03,19.0804,0.82
ACHUSDT,STOP_LOSS,0,2336.63,0.06,-61.8768,-2.648
HIGHUSDT,STOP_LOSS,0,783.38,0.14,-20.7449,-2.648
WOOUSDT,STOP_LOSS,0,2295.32,1.73,-60.7829,-2.648
SKLUSDT,TRAILING,0,2264.93,4.2,44.4778,1.964
ASTRUSDT,TRAILING,0,2287.16,6.58,98.2462,4.296
STXUSDT,TRAILING,0,2336.29,4.16,44.9826,1.925
ASTRUSDT,STOP_LOSS,0,2358.78,1.5,-62.4634,-2.648
STXUSDT,SMART_TP_TRAIL,0,1336.35,17.23,181.0567,13.549
FILUSDT,STOP_LOSS,0,2418.08,1.26,-64.0337,-2.648
AUCTIONUSDT,STOP_LOSS,0,2377.11,0.13,-62.9489,-2.648
BICOUSDT,STOP_LOSS,0,2377.11,0.0,-62.9489,-2.648
STXUSDT,STOP_LOSS,0,2322.68,2.29,-61.5075,-2.648
YGGUSDT,STOP_LOSS,0,1143.28,1.4,-30.2756,-2.648
STXUSDT,STOP_LOSS,0,2277.22,0.21,-60.3036,-2.648
ARPAUSDT,TRAILING,0,2247.07,7.0,105.7992,4.708
CFXUSDT,TRAILING,0,2299.97,5.55,75.4929,3.282
JOEUSDT,TRAILING,0,2293.8,3.48,28.8115,1.256
ICXUSDT,STOP_LOSS,0,2352.12,1.65,-62.287,-2.648
OGUSDT,STOP_LOSS,0,2320.98,1.33,-61.4623,-2.648
SUPERUSDT,TRAILING,0,801.78,7.84,44.2969,5.525
RADUSDT,TRAILING,0,2312.39,4.36,48.9389,2.116
ARPAUSDT,STOP_LOSS,0,2336.86,0.64,-61.883,-2.648
COMPUSDT,TRAILING,0,2305.92,4.25,46.4149,2.013
XECUSDT,STOP_LOSS,0,2329.13,1.17,-61.6782,-2.648
BCHUSDT,EARLY_EXIT,0,2298.29,1.05,-10.4515,-0.455
MBLUSDT,STOP_LOSS,0,2293.06,0.77,-60.7232,-2.648
AVAUSDT,TRAILING,0,2262.7,3.2,22.291,0.985
XRPUSDT,STOP_LOSS,0,2265.32,0.71,-59.9885,-2.648
SOLUSDT,TRAILING,0,2265.32,5.06,63.6195,2.808
SOLUSDT,EARLY_EXIT,0,2275.66,1.36,-45.3626,-1.993
JOEUSDT,STOP_LOSS,0,2252.98,0.47,-59.6618,-2.648
NMRUSDT,TRAILING,0,2204.82,8.07,126.8796,5.755
API3USDT,EARLY_EXIT,0,2223.15,2.37,10.306,0.464
TRBUSDT,STOP_LOSS,0,2291.74,1.77,-60.6882,-2.648
STRAXUSDT,TRAILING,0,2261.4,5.05,63.3048,2.799
WAXPUSDT,TRAILING,0,2293.05,3.59,31.3057,1.365
BANDUSDT,STOP_LOSS,0,2308.7,1.93,-61.1374,-2.648
RIFUSDT,TRAILING,0,2278.14,3.88,37.5544,1.648
AGLDUSDT,STOP_LOSS,0,2296.91,1.73,-60.8251,-2.648
FLOKIUSDT,TRAILING,0,2266.5,6.38,92.9612,4.102
ARKUSDT,STOP_LOSS,0,2312.98,1.29,-61.2506,-2.648
IMXUSDT,STOP_LOSS,0,2282.36,0.2,-60.4396,-2.648
SOLUSDT,STOP_LOSS,0,2252.14,0.7,-59.6394,-2.648
MBLUSDT,TRAILING,0,2213.98,3.2,21.8007,0.985
YFIUSDT,TRAILING,0,2213.98,3.92,37.3172,1.686
AMPUSDT,STOP_LOSS,0,298.41,1.17,-7.9022,-2.648
SUPERUSDT,TRAILING,0,2247.92,3.84,36.1912,1.61
FLUXUSDT,TRAILING,0,2266.02,5.39,71.0266,3.134
RAREUSDT,STOP_LOSS,0,1023.26,0.15,-27.0972,-2.648
SUPERUSDT,STOP_LOSS,0,2220.7,0.97,-58.8069,-2.648
LUNCUSDT,STOP_LOSS,0,2258.58,0.68,-59.81,-2.648
SUPERUSDT,STOP_LOSS,0,751.23,1.83,-19.8935,-2.648
BTTCUSDT,STOP_LOSS,0,2218.73,0.0,-58.7547,-2.648
WOOUSDT,TRAILING,0,2189.35,5.92,79.8107,3.645
INJUSDT,TRAILING,0,2229.26,3.89,36.9362,1.657
TRBUSDT,TRAILING,0,2247.72,3.64,31.7483,1.412
ARKMUSDT,STOP_LOSS,0,2263.6,0.81,-59.9429,-2.648
MOVRUSDT,TRAILING,0,2233.63,5.5,72.3565,3.239
KSMUSDT,STOP_LOSS,0,2269.81,0.75,-60.1073,-2.648
