symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
FTTUSDT,TRAILING,0,2500.0,7.37,126.8219,5.073
XVGUSDT,TRAILING,0,2479.38,3.72,36.9725,1.491
CVCUSDT,STOP_LOSS,0,2581.9,0.05,-107.0713,-4.147
AGLDUSDT,STOP_LOSS,0,1824.34,1.13,-75.6554,-4.147
VANRYUSDT,TRAILING,0,1654.13,6.89,76.084,4.6
CVXUSDT,TRAILING,0,764.55,3.29,8.1894,1.071
SANDUSDT,TRAILING,0,1654.13,3.38,19.2645,1.165
GASUSDT,TRAILING,0,1673.98,3.7,24.6882,1.475
NEARUSDT,TRAILING,0,1654.13,3.34,18.6264,1.126
ARBUSDT,TRAILING,0,385.99,3.15,3.6196,0.938
LPTUSDT,TIME_24H,0,962.91,1.62,-23.2274,-2.412
AXSUSDT,TIME_24H,0,385.99,1.37,-3.9059,-1.012
EGLDUSDT,TIME_24H,0,1698.58,1.41,-16.3254,-0.961
QTUMUSDT,TIME_24H,0,1672.65,2.15,-4.4547,-0.266
GASUSDT,TIME_24H,0,388.64,2.42,3.2705,0.842
HOTUSDT,TIME_24H,0,940.2,1.58,-5.0419,-0.536
ZILUSDT,TIME_24H,0,381.69,3.09,8.5519,2.241
PENGUUSDT,TRAILING,0,389.79,7.61,20.6767,5.305
REQUSDT,TIME_24H,0,1683.3,0.53,-2.5249,-0.15
POLYXUSDT,TRAILING,0,588.18,3.21,5.8692,0.998
COTIUSDT,TIME_24H,0,1471.12,3.09,40.4621,2.75
IOSTUSDT,TRAILING,0,935.44,5.55,30.7864,3.291
SCRTUSDT,STOP_LOSS,0,410.39,2.78,-17.019,-4.147
IOSTUSDT,STOP_LOSS,0,1080.45,0.58,-44.8064,-4.147
ETCUSDT,STOP_LOSS,0,2592.68,0.45,-107.5186,-4.147
POLYXUSDT,STOP_LOSS,0,1080.45,1.6,-44.8064,-4.147
ATMUSDT,TRAILING,0,2476.44,3.97,42.9939,1.736
STEEMUSDT,TRAILING,0,1218.74,3.57,16.4393,1.349
CELOUSDT,STOP_LOSS,0,2476.44,0.66,-102.698,-4.147
POWRUSDT,TRAILING,0,2511.71,3.89,41.7547,1.662
STEEMUSDT,TRAILING,0,2475.69,5.66,84.1406,3.399
CRVUSDT,TRAILING,0,2475.69,3.27,26.1626,1.057
ICPUSDT,STOP_LOSS,0,2530.63,0.2,-104.9454,-4.147
STGUSDT,STOP_LOSS,0,2424.19,1.91,-100.5312,-4.147
MOVEUSDT,TRAILING,0,663.27,3.63,9.3387,1.408
QTUMUSDT,TIME_24H,0,2530.63,2.42,-8.5657,-0.338
SYNUSDT,TRAILING,0,334.23,3.09,2.9342,0.878
ARBUSDT,TRAILING,0,663.27,4.21,13.1041,1.976
AVAXUSDT,TRAILING,0,663.27,4.78,16.7901,2.531
ANKRUSDT,STOP_LOSS,0,2445.58,1.41,-101.4181,-4.147
SANDUSDT,TRAILING,0,1596.33,3.1,14.1418,0.886
TFUELUSDT,TRAILING,0,1596.33,5.03,44.3575,2.779
ZILUSDT,TRAILING,0,1596.33,4.25,32.2078,2.018
ARKUSDT,TRAILING,0,2448.87,4.02,43.8978,1.793
AGLDUSDT,TRAILING,0,2156.04,3.13,19.7165,0.914
SANDUSDT,STOP_LOSS,0,2471.37,0.63,-102.4878,-4.147
WLDUSDT,STOP_LOSS,0,2471.37,0.64,-102.4878,-4.147
SCUSDT,TRAILING,0,1596.31,5.17,46.5266,2.915
FLOWUSDT,TRAILING,0,1596.31,4.99,43.641,2.734
ICXUSDT,TRAILING,0,1545.92,4.02,27.6406,1.788
PROMUSDT,STOP_LOSS,0,2436.47,1.95,-101.0406,-4.147
STRAXUSDT,TRAILING,0,1640.31,4.91,43.6844,2.663
TWTUSDT,STOP_LOSS,0,2408.41,0.3,-99.8768,-4.147
IOSTUSDT,STOP_LOSS,0,1169.51,0.03,-48.4996,-4.147
ETHUSDT,STOP_LOSS,0,1169.51,0.27,-48.4996,-4.147
LQTYUSDT,STOP_LOSS,0,2358.47,2.16,-97.8059,-4.147
QNTUSDT,TRAILING,0,2252.59,3.95,38.7262,1.719
YFIUSDT,TRAILING,0,2252.59,6.75,100.417,4.458
QNTUSDT,TRAILING,0,2330.64,3.2,22.991,0.986
YFIUSDT,STOP_LOSS,0,92.81,0.69,-3.849,-4.147
BCHUSDT,STOP_LOSS,0,92.81,1.14,-3.849,-4.147
MBLUSDT,STOP_LOSS,0,2124.21,1.79,-88.0908,-4.147
BONKUSDT,TRAILING,0,2294.24,6.82,103.9053,4.529
XECUSDT,STOP_LOSS,0,2337.4,0.88,-96.9319,-4.147
AUDIOUSDT,STOP_LOSS,0,2337.4,1.53,-96.9319,-4.147
BNTUSDT,STOP_LOSS,0,2239.08,1.72,-92.8548,-4.147
SPELLUSDT,TRAILING,0,600.51,4.72,14.8818,2.478
BELUSDT,STOP_LOSS,0,2210.28,1.88,-91.6602,-4.147
