symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
STEEMUSDT,ATR_TRAIL,0,1218.74,24.83,40.637,3.334
STEEMUSDT,ATR_TRAIL,0,2520.32,9.14,-410.2702,-16.279
PROMUSDT,ATR_TRAIL,0,2111.6,13.7,-262.3426,-12.424
ARKUSDT,ATR_STOP,0,2499.53,5.94,-355.7019,-14.231
BELUSDT,ATR_TRAIL,0,2006.16,12.46,-55.9736,-2.79
SKLUSDT,ATR_TRAIL,0,1989.62,18.87,-117.9871,-5.93
JASMYUSDT,ATR_STOP,0,1919.18,3.42,-211.6867,-11.03
QTUMUSDT,ATR_STOP,0,1813.34,7.94,-318.154,-17.545
BELUSDT,ATR_STOP,0,1798.38,3.81,-192.3455,-10.695
ARKUSDT,ATR_TRAIL,0,1558.09,28.25,35.1839,2.258
GLMUSDT,ATR_TRAIL,0,823.99,14.64,-48.2794,-5.859
AUCTIONUSDT,ATR_TRAIL,0,1551.54,43.68,410.2394,26.441
REDUSDT,ATR_TRAIL,0,1742.17,9.21,-248.2424,-14.249
AUCTIONUSDT,ATR_TRAIL,0,1756.66,37.83,319.3385,18.179
API3USDT,ATR_STOP,0,1792.21,2.9,-245.6971,-13.709
ARKUSDT,ATR_TRAIL,0,1669.36,41.62,357.3548,21.407
CVCUSDT,ATR_TRAIL,0,1848.04,17.12,-4.5972,-0.249
MBLUSDT,ATR_TRAIL,0,1832.8,5.85,-197.1284,-10.756
BONKUSDT,ATR_TRAIL,0,577.59,11.35,-23.5065,-4.07
IOUSDT,ATR_STOP,0,577.59,3.69,-63.7,-11.029
PEOPLEUSDT,ATR_TRAIL,0,1067.87,54.56,371.5689,34.795
HIGHUSDT,ATR_TRAIL,0,1747.17,13.46,-74.6799,-4.274
BABYUSDT,ATR_STOP,0,1438.04,0.77,-160.7613,-11.179
ALPINEUSDT,ATR_TRAIL,0,577.59,14.97,-56.4787,-9.778
LISTAUSDT,ATR_TRAIL,0,1729.02,14.42,-109.185,-6.315
COOKIEUSDT,ATR_STOP,0,1620.24,0.03,-221.6101,-13.678
STXUSDT,ATR_TRAIL,0,1743.4,15.56,-84.9841,-4.875
WCTUSDT,ATR_TRAIL,0,1535.51,44.12,415.6306,27.068
ICXUSDT,ATR_TRAIL,0,1743.32,27.32,201.5684,11.562
RPLUSDT,ATR_STOP,0,1728.94,1.84,-185.3573,-10.721
MAGICUSDT,ATR_TRAIL,0,1751.43,12.0,-171.6964,-9.803
PENGUUSDT,ATR_TRAIL,0,1651.84,14.1,-60.5408,-3.665
BONKUSDT,ATR_STOP,0,1591.53,1.12,-171.5687,-10.78
BANANAS31USDT,ATR_TRAIL,0,1665.58,656.69,9964.6194,598.268
PENGUUSDT,ATR_TRAIL,0,6477.96,17.48,-165.0057,-2.547
BONKUSDT,ATR_TRAIL,0,6531.83,50.09,2151.8385,32.944
SUSHIUSDT,ATR_TRAIL,0,7524.39,15.25,-262.0002,-3.482
CFXUSDT,ATR_STOP,0,5039.17,3.78,-823.0885,-16.334
ACXUSDT,ATR_TRAIL,0,7393.39,9.47,-574.6646,-7.773
TURBOUSDT,ATR_STOP,0,2293.25,4.44,-273.2437,-11.915
SOPHUSDT,ATR_TRAIL,0,6504.66,9.59,-751.3984,-11.552
HYPERUSDT,ATR_TRAIL,0,5756.08,36.53,581.058,10.095
ARDRUSDT,ATR_STOP,0,6558.75,1.92,-1103.5624,-16.826
HOMEUSDT,ATR_TRAIL,0,5872.96,8.85,-572.4953,-9.748
