symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
STEEMUSDT,ATR_TRAIL,0,1218.74,24.83,83.9504,6.888
STEEMUSDT,ATR_TRAIL,0,2541.98,9.14,-306.7687,-12.068
ARKUSDT,ATR_STOP,0,2388.59,5.94,-255.8313,-10.711
PROMUSDT,ATR_TRAIL,0,2260.68,13.7,-183.0548,-8.097
BELUSDT,ATR_TRAIL,0,2169.15,12.46,-5.9706,-0.275
SKLUSDT,ATR_TRAIL,0,2166.16,18.87,-39.4999,-1.823
JASMYUSDT,ATR_STOP,0,2146.41,3.42,-178.3677,-8.31
QTUMUSDT,ATR_STOP,0,2057.23,7.94,-271.4804,-13.196
BELUSDT,ATR_STOP,0,2040.26,3.81,-164.4268,-8.059
ARKUSDT,ATR_TRAIL,0,1839.28,28.25,120.6974,6.562
GLMUSDT,ATR_TRAIL,0,823.99,14.64,-20.342,-2.469
AUCTIONUSDT,ATR_TRAIL,0,1889.45,43.68,553.2982,29.284
REDUSDT,ATR_TRAIL,0,2148.24,9.21,-222.6695,-10.365
AUCTIONUSDT,ATR_TRAIL,0,2166.1,37.83,464.0626,21.424
API3USDT,ATR_STOP,0,2286.8,2.01,-235.9837,-10.319
ARKUSDT,ATR_TRAIL,0,2168.81,41.62,536.6725,24.745
MBLUSDT,ATR_STOP,0,2417.04,0.31,-202.4773,-8.377
MAGICUSDT,ATR_STOP,0,2215.33,0.46,-315.4756,-14.241
CVXUSDT,ATR_TRAIL,0,1901.03,16.89,68.9927,3.629
JSTUSDT,ATR_STOP,0,1969.77,0.17,-161.6041,-8.204
CVCUSDT,ATR_TRAIL,0,2437.14,17.12,63.8421,2.62
VIRTUALUSDT,ATR_TRAIL,0,904.38,23.06,58.624,6.482
BARUSDT,ATR_TRAIL,0,904.38,16.61,30.515,3.374
BONKUSDT,ATR_TRAIL,0,730.05,11.35,-11.147,-1.527
IOUSDT,ATR_STOP,0,730.05,3.69,-60.6593,-8.309
HIGHUSDT,ATR_TRAIL,0,2208.35,13.46,-29.703,-1.345
PEOPLEUSDT,ATR_TRAIL,0,2157.32,54.56,821.0452,38.059
BOMEUSDT,ATR_TRAIL,0,704.74,27.05,68.2205,9.68
BABYUSDT,ATR_STOP,0,2567.32,0.77,-216.2167,-8.422
FLOKIUSDT,ATR_STOP,0,704.74,4.88,-56.4969,-8.017
ALPINEUSDT,ATR_TRAIL,0,730.05,14.97,-41.4689,-5.68
LISTAUSDT,ATR_STOP,0,2424.97,3.67,-253.0997,-10.437
WLDUSDT,ATR_STOP,0,2172.82,3.17,-196.1652,-9.028
STXUSDT,ATR_TRAIL,0,2445.14,15.56,-36.5824,-1.496
COOKIEUSDT,ATR_STOP,0,2202.21,0.03,-226.7334,-10.296
WCTUSDT,ATR_TRAIL,0,2088.85,31.0,350.3166,16.771
ICXUSDT,ATR_TRAIL,0,2264.01,27.32,320.5981,14.161
RPLUSDT,ATR_STOP,0,2424.31,1.84,-195.8385,-8.078
MAGICUSDT,ATR_STOP,0,2326.39,3.74,-255.2538,-10.972
PENGUUSDT,ATR_TRAIL,0,2180.63,14.1,-15.9418,-0.731
BANANAS31USDT,ATR_TRAIL,0,2198.76,149.51,2222.8869,101.097
BONKUSDT,ATR_STOP,0,2164.74,1.12,-175.8333,-8.123
PENGUUSDT,ATR_TRAIL,0,3187.81,17.48,24.3273,0.763
BONKUSDT,ATR_TRAIL,0,3214.32,45.75,1010.1846,31.428
SUSHIUSDT,ATR_TRAIL,0,3730.71,15.25,-14.4646,-0.388
CFXUSDT,ATR_STOP,0,1399.52,3.78,-171.9717,-12.288
ACXUSDT,ATR_TRAIL,0,3723.48,9.47,-183.3781,-4.925
TURBOUSDT,ATR_STOP,0,2293.25,4.44,-205.7927,-8.974
ARDRUSDT,ATR_STOP,0,3443.77,1.92,-435.8725,-12.657
SOPHUSDT,ATR_TRAIL,0,3225.83,9.59,-259.8225,-8.054
HYPERUSDT,ATR_TRAIL,0,3095.92,36.53,447.9968,14.471
JUVUSDT,ATR_STOP,0,3319.92,3.85,-301.2833,-9.075
1000CATUSDT,ATR_STOP,0,3143.14,1.96,-378.6507,-12.047
HOMEUSDT,ATR_TRAIL,0,3169.28,8.85,-211.5401,-6.675
ILVUSDT,ATR_TRAIL,0,2873.14,21.63,46.2341,1.609
PYRUSDT,ATR_TRAIL,0,83.54,13.29,-1.2238,-1.465
TUTUSDT,ATR_STOP,0,2765.91,4.9,-227.902,-8.24
OGUSDT,ATR_TRAIL,0,2895.65,40.89,806.3604,27.847
LDOUSDT,ATR_TRAIL,0,3185.92,5.99,-212.7622,-6.678
CYBERUSDT,ATR_TRAIL,0,586.25,16.94,20.3643,3.474
ASRUSDT,ATR_STOP,0,1623.64,3.36,-179.8424,-11.076
BIOUSDT,ATR_TRAIL,0,2988.55,14.62,-92.9494,-3.11
API3USDT,ATR_TRAIL,0,2988.55,23.83,-126.5579,-4.235
PYTHUSDT,ATR_STOP,0,2890.04,0.55,-401.8337,-13.904
WLDUSDT,ATR_STOP,0,2689.12,4.56,-279.4449,-10.392
KMNOUSDT,ATR_STOP,0,2549.4,3.26,-220.5881,-8.653
FTTUSDT,ATR_STOP,0,2439.11,0.16,-266.325,-10.919
TWTUSDT,ATR_STOP,0,2305.95,3.58,-230.6775,-10.004
QIUSDT,ATR_STOP,0,1096.2,4.09,-138.3645,-12.622
TUTUSDT,ATR_TRAIL,0,2190.61,41.37,151.6415,6.922
ALPINEUSDT,ATR_TRAIL,0,2197.25,25.28,-25.8363,-1.176
1000SATSUSDT,ATR_STOP,0,2179.12,2.9,-552.445,-25.352
PIVXUSDT,ATR_STOP,0,1908.1,6.21,-488.0004,-25.575
BELUSDT,ATR_STOP,0,1664.1,0.0,-502.4346,-30.192
SHELLUSDT,ATR_TRAIL,0,1412.89,8.51,-99.8403,-7.066
DASHUSDT,ATR_TRAIL,0,1362.97,32.08,147.4915,10.821
SCRTUSDT,ATR_TRAIL,0,1436.71,34.83,196.807,13.698
VELODROMEUSDT,ATR_TRAIL,0,1535.12,10.57,-108.6259,-7.076
GLMUSDT,ATR_TRAIL,0,1480.8,9.08,-146.0996,-9.866
TNSRUSDT,ATR_STOP,0,194.56,19.63,-63.6531,-32.716
LSKUSDT,ATR_STOP,0,1332.8,2.87,-198.39,-14.885
MBLUSDT,ATR_TRAIL,0,1407.68,22.38,-151.9099,-10.792
LUNAUSDT,ATR_TRAIL,0,821.31,19.24,-39.9296,-4.862
LUNCUSDT,ATR_TRAIL,0,1180.81,13.93,-146.9478,-12.445
LUNAUSDT,ATR_STOP,0,1107.34,5.82,-233.1293,-21.053
ACTUSDT,ATR_TRAIL,0,990.52,16.96,-35.4731,-3.581
ANIMEUSDT,ATR_TRAIL,0,677.74,14.46,-25.6702,-3.788
DCRUSDT,ATR_TRAIL,0,960.2,16.03,1.4925,0.155
