symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
STEEMUSDT,TRAILING,0,2500.0,5.66,84.9668,3.399
ARKUSDT,TRAILING,0,2542.48,4.02,45.5759,1.793
BELUSDT,STOP_LOSS,0,2565.27,1.88,-67.9316,-2.648
SKLUSDT,TRAILING,0,2531.31,3.21,25.1841,0.995
JASMYUSDT,TRAILING,0,2543.9,3.42,30.6577,1.205
ARKUSDT,TRAILING,0,2559.23,3.17,24.5328,0.959
AUCTIONUSDT,TRAILING,0,2571.49,4.69,62.8926,2.446
REDUSDT,TRAILING,0,2602.94,7.8,142.8275,5.487
API3USDT,STOP_LOSS,0,2532.94,2.01,-67.0754,-2.648
ARKUSDT,TRAILING,0,2640.82,3.9,44.0978,1.67
CVCUSDT,STOP_LOSS,0,2662.86,0.95,-70.516,-2.648
GASUSDT,STOP_LOSS,0,1172.57,2.42,-31.0511,-2.648
JSTUSDT,STOP_LOSS,0,2612.08,0.17,-69.1712,-2.648
CETUSUSDT,STOP_LOSS,0,2567.83,1.16,-67.9993,-2.648
VIRTUALUSDT,TRAILING,0,2567.83,3.07,21.9524,0.855
VIRTUALUSDT,STOP_LOSS,0,2544.89,2.25,-67.3919,-2.648
BARUSDT,TRAILING,0,2544.89,3.85,41.3073,1.623
BONKUSDT,TRAILING,0,1687.93,3.54,22.2078,1.316
ALPINEUSDT,TRAILING,0,1687.93,5.76,58.9133,3.49
1000CATUSDT,STOP_LOSS,0,2123.74,1.75,-56.2393,-2.648
IOUSDT,TRAILING,0,1687.93,3.69,24.7286,1.465
BOMEUSDT,SMART_TP_TRAIL,0,2556.61,16.14,319.3985,12.493
FLOKIUSDT,TRAILING,0,2556.61,3.07,21.9024,0.857
BABYUSDT,STOP_LOSS,0,2736.88,0.77,-72.4761,-2.648
STXUSDT,TRAILING,0,2700.65,3.95,46.3314,1.716
STXUSDT,STOP_LOSS,0,2723.81,0.0,-72.13,-2.648
FETUSDT,STOP_LOSS,0,2687.75,0.22,-71.1749,-2.648
COOKIEUSDT,STOP_LOSS,0,2652.16,0.03,-70.2325,-2.648
WCTUSDT,STOP_LOSS,0,2617.04,1.77,-69.3026,-2.648
ICXUSDT,EARLY_EXIT,0,2582.39,1.51,20.9897,0.813
RPLUSDT,STOP_LOSS,0,2592.89,1.84,-68.6629,-2.648
MAGICUSDT,TRAILING,0,2558.56,3.35,29.0851,1.137
BANANAS31USDT,TRAILING,0,2573.1,4.09,47.8162,1.858
PENGUUSDT,TRAILING,0,2597.01,3.42,31.2552,1.204
PENGUUSDT,TRAILING,0,2591.09,3.1,23.0952,0.891
BONKUSDT,TRAILING,0,2612.63,3.13,23.9667,0.917
SUSHIUSDT,TRAILING,0,2636.17,10.55,215.8235,8.187
ACXUSDT,TRAILING,0,2744.08,4.13,52.0504,1.897
CFXUSDT,TRAILING,0,2770.1,3.78,43.0047,1.552
PENGUUSDT,STOP_LOSS,0,2791.6,0.42,-73.9252,-2.648
JUVUSDT,STOP_LOSS,0,2754.64,0.9,-72.9464,-2.648
HOMEUSDT,TRAILING,0,2718.17,3.89,45.0763,1.658
1000CATUSDT,STOP_LOSS,0,2740.71,1.96,-72.5773,-2.648
TUTUSDT,EARLY_EXIT,0,2704.42,0.31,-31.519,-1.165
ILVUSDT,STOP_LOSS,0,2688.66,0.0,-71.199,-2.648
PYRUSDT,STOP_LOSS,0,2653.06,0.71,-70.2563,-2.648
LDOUSDT,TRAILING,0,2617.93,3.55,34.6389,1.323
CYBERUSDT,TRAILING,0,586.25,5.4,18.4064,3.14
ASRUSDT,TRAILING,0,1623.64,3.36,18.5459,1.142
BIOUSDT,TRAILING,0,2643.78,4.33,55.2451,2.09
API3USDT,STOP_LOSS,0,2643.78,1.23,-70.0105,-2.648
PYTHUSDT,STOP_LOSS,0,2646.34,0.55,-70.0785,-2.648
WLDUSDT,STOP_LOSS,0,2611.3,0.78,-69.1506,-2.648
FTTUSDT,STOP_LOSS,0,2576.73,0.16,-68.235,-2.648
TWTUSDT,TRAILING,0,2542.61,3.58,34.504,1.357
TUTUSDT,STOP_LOSS,0,2449.41,0.35,-64.8635,-2.648
ALPINEUSDT,TRAILING,0,2527.43,10.61,208.3125,8.242
1000SATSUSDT,STOP_LOSS,0,2631.59,0.26,-69.6877,-2.648
BELUSDT,STOP_LOSS,0,2596.74,0.0,-68.765,-2.648
SCRTUSDT,STOP_LOSS,0,2562.36,0.04,-67.8545,-2.648
GLMUSDT,TRAILING,0,2528.43,3.19,24.6872,0.976
TNSRUSDT,STOP_LOSS,0,194.56,0.55,-5.1523,-2.648
MBLUSDT,STOP_LOSS,0,2538.2,0.19,-67.2148,-2.648
LSKUSDT,STOP_LOSS,0,2504.59,1.08,-66.3248,-2.648
LUNAUSDT,TRAILING,0,821.31,4.03,14.7999,1.802
LUNAUSDT,TRAILING,0,2478.83,3.91,41.7288,1.683
DCRUSDT,EARLY_EXIT,0,2499.7,1.85,-15.6063,-0.624
