symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
CVCUSDT,TRAILING,0,2500.0,3.44,30.4238,1.217
XRPUSDT,TRAILING,0,2515.21,5.1,71.6394,2.848
PENGUUSDT,TRAILING,0,1270.73,8.0,72.2299,5.684
HBARUSDT,TRAILING,0,1270.73,4.83,32.7883,2.58
ENSUSDT,TRAILING,0,1339.84,3.11,12.0382,0.898
FTTUSDT,STOP_LOSS,0,1270.73,1.06,-52.6973,-4.147
IOTAUSDT,STOP_LOSS,0,885.39,0.23,-36.7173,-4.147
IOUSDT,TRAILING,0,885.39,3.44,10.764,1.216
ALGOUSDT,TRAILING,0,885.39,3.91,14.8407,1.676
UNIUSDT,TRAILING,0,991.19,3.33,11.0658,1.116
LTCUSDT,TIME_24H,0,1270.73,1.46,-24.0582,-1.893
SUNUSDT,TRAILING,0,898.63,3.85,14.5389,1.618
RAYUSDT,STOP_LOSS,0,1002.29,0.87,-41.5648,-4.147
DUSKUSDT,TIME_24H,0,981.07,1.45,-29.9093,-3.049
SUIUSDT,TIME_24H,0,991.19,2.04,-20.157,-2.034
ADAUSDT,TRAILING,0,1040.79,3.78,16.1443,1.551
GALAUSDT,TRAILING,0,1040.79,3.72,15.5369,1.493
NEXOUSDT,TRAILING,0,1040.79,5.32,31.8677,3.062
APEUSDT,TRAILING,0,1009.06,7.07,48.1424,4.771
SANDUSDT,TRAILING,0,1009.06,3.38,11.7518,1.165
LDOUSDT,TRAILING,0,1064.04,3.8,16.6878,1.568
ZROUSDT,TRAILING,0,1009.06,5.49,32.5309,3.224
MOVEUSDT,TRAILING,0,1047.87,3.74,15.9053,1.518
JUPUSDT,TIME_24H,0,1009.06,2.18,3.7799,0.375
ENSUSDT,TIME_24H,0,1064.04,1.39,-14.4533,-1.358
ARBUSDT,TRAILING,0,1012.78,4.97,27.4859,2.714
SHIBUSDT,TIME_24H,0,1047.87,0.32,-25.3305,-2.417
NEARUSDT,TIME_24H,0,1047.87,1.45,-12.1357,-1.158
HIVEUSDT,TRAILING,0,1040.14,5.66,35.2997,3.394
NFPUSDT,TIME_24H,0,1062.15,0.59,-42.9102,-4.04
CTKUSDT,TRAILING,0,848.62,3.09,7.4692,0.88
PENGUUSDT,TRAILING,0,1017.85,3.04,8.403,0.826
MOVEUSDT,TRAILING,0,1127.05,3.6,15.5576,1.38
AVAXUSDT,TIME_24H,0,1049.68,1.34,0.3938,0.038
GLMUSDT,TRAILING,0,1202.05,4.21,23.7282,1.974
KNCUSDT,TIME_24H,0,1084.61,2.81,9.1727,0.846
DASHUSDT,TIME_24H,0,755.86,1.34,8.1337,1.076
IOUSDT,TRAILING,0,1141.98,3.48,14.3521,1.257
MANAUSDT,TRAILING,0,1138.29,5.62,38.2132,3.357
AXSUSDT,TRAILING,0,1138.29,3.13,10.4263,0.916
THETAUSDT,TRAILING,0,1092.86,3.42,13.1619,1.204
GASUSDT,STOP_LOSS,0,1112.37,0.02,-46.1299,-4.147
PYRUSDT,TRAILING,0,904.91,6.14,34.9707,3.865
