symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
ZENUSDT,TRAILING,0,1570.04,5.14,48.5994,3.095
IOUSDT,TRAILING,0,1598.06,5.56,56.357,3.527
PYTHUSDT,TRAILING,0,1038.54,5.13,32.0591,3.087
THETAUSDT,TRAILING,0,1038.54,6.09,42.2502,4.068
RSRUSDT,TRAILING,0,1038.54,4.28,23.0427,2.219
SSVUSDT,TRAILING,0,744.87,4.67,19.4844,2.616
BEAMXUSDT,TRAILING,0,1038.54,4.5,25.3905,2.445
FLUXUSDT,STOP_LOSS,0,585.34,0.3,-15.5224,-2.652
MOVRUSDT,STOP_LOSS,0,507.58,0.35,-13.4605,-2.652
EIGENUSDT,STOP_LOSS,0,1315.94,0.19,-34.8971,-2.652
LDOUSDT,STOP_LOSS,0,1315.94,0.23,-34.8971,-2.652
MANTAUSDT,STOP_LOSS,0,1315.94,0.44,-34.8971,-2.652
QUICKUSDT,STOP_LOSS,0,2463.02,0.89,-65.2238,-2.648
TNSRUSDT,STOP_LOSS,0,1054.97,0.68,-27.9766,-2.652
LAYERUSDT,TRAILING,0,2416.42,3.71,35.7576,1.48
LAYERUSDT,STOP_LOSS,0,2434.3,1.04,-64.4633,-2.648
IOSTUSDT,TRAILING,0,2402.07,4.02,42.9785,1.789
AUCTIONUSDT,TRAILING,0,2423.56,6.31,97.7577,4.034
AUCTIONUSDT,TRAILING,0,2472.43,3.78,38.2932,1.549
AUCTIONUSDT,TRAILING,0,2491.58,3.38,29.0592,1.166
ZROUSDT,STOP_LOSS,0,2506.11,0.23,-66.3649,-2.648
AUCTIONUSDT,STOP_LOSS,0,2472.93,0.0,-65.4862,-2.648
ACXUSDT,STOP_LOSS,0,2440.19,1.74,-64.6192,-2.648
API3USDT,TRAILING,0,928.74,3.78,14.4671,1.558
BANANAUSDT,STOP_LOSS,0,2102.26,0.72,-55.6704,-2.648
API3USDT,TRAILING,0,2387.27,4.33,49.8552,2.088
1000SATSUSDT,TRAILING,0,2412.2,3.37,30.967,1.284
1000SATSUSDT,TRAILING,0,2427.69,4.23,52.6207,2.168
BEAMXUSDT,TRAILING,0,2454.0,4.18,51.9846,2.118
BELUSDT,TRAILING,0,1017.64,3.08,10.0728,0.99
COMPUSDT,STOP_LOSS,0,2485.02,0.48,-65.8065,-2.648
NEIROUSDT,STOP_LOSS,0,2452.12,0.99,-65.0272,-2.652
SHELLUSDT,TRAILING,0,2419.61,5.94,94.756,3.916
1000SATSUSDT,STOP_LOSS,0,2466.99,1.81,-65.4214,-2.652
ACTUSDT,STOP_LOSS,0,2434.27,0.29,-64.5539,-2.652
NEOUSDT,TRAILING,0,2402.0,7.28,126.7319,5.276
SHELLUSDT,STOP_LOSS,0,1055.35,0.06,-27.9865,-2.652
CGPTUSDT,STOP_LOSS,0,1055.35,0.14,-27.9865,-2.652
MANTAUSDT,STOP_LOSS,0,1055.35,1.0,-27.9865,-2.652
PIXELUSDT,STOP_LOSS,0,704.88,0.55,-18.6925,-2.652
1000CATUSDT,STOP_LOSS,0,1041.31,0.74,-27.6142,-2.652
MAGICUSDT,TRAILING,0,2005.73,3.57,29.9675,1.494
MBOXUSDT,TRAILING,0,2406.16,9.15,173.029,7.191
CATIUSDT,TRAILING,0,2406.16,3.41,32.0495,1.332
BIOUSDT,TRAILING,0,1116.64,3.23,12.8007,1.146
FIDAUSDT,STOP_LOSS,0,1116.64,0.91,-29.612,-2.652
PORTALUSDT,STOP_LOSS,0,829.41,2.0,-21.9948,-2.652
ACEUSDT,STOP_LOSS,0,837.29,1.96,-22.2038,-2.652
EIGENUSDT,STOP_LOSS,0,1116.64,2.93,-29.612,-2.652
TURBOUSDT,STOP_LOSS,0,2045.13,0.24,-54.2344,-2.652
BMTUSDT,TRAILING,0,2445.33,5.03,72.8614,2.98
REDUSDT,STOP_LOSS,0,2481.76,1.16,-65.8131,-2.652
1000SATSUSDT,STOP_LOSS,0,2448.85,2.48,-64.9404,-2.652
LUMIAUSDT,STOP_LOSS,0,1847.19,0.0,-48.9852,-2.652
HEIUSDT,TRAILING,0,784.2,3.67,12.5092,1.595
SSVUSDT,STOP_LOSS,0,1587.96,1.89,-42.1108,-2.652
MBOXUSDT,TRAILING,0,1119.58,4.32,25.2615,2.256
API3USDT,TRAILING,0,2391.89,4.52,58.9102,2.463
XAIUSDT,STOP_LOSS,0,899.05,0.99,-23.8416,-2.652
C98USDT,STOP_LOSS,0,899.05,1.07,-23.8416,-2.652
ROSEUSDT,STOP_LOSS,0,899.05,0.5,-23.8416,-2.652
ARDRUSDT,STOP_LOSS,0,1223.09,2.53,-32.4349,-2.652
MEMEUSDT,STOP_LOSS,0,899.05,0.74,-23.8416,-2.652
LQTYUSDT,TRAILING,0,1994.27,4.67,52.1781,2.616
SAGAUSDT,TRAILING,0,2381.36,4.69,62.6569,2.631
BERAUSDT,STOP_LOSS,0,2412.69,0.61,-63.9815,-2.652
ARKUSDT,STOP_LOSS,0,2380.7,1.47,-63.0438,-2.648
ARDRUSDT,TRAILING,0,686.45,3.46,8.4948,1.237
LISTAUSDT,EARLY_EXIT,0,2102.36,2.45,8.4959,0.404
ARDRUSDT,TRAILING,0,472.93,4.83,12.2074,2.581
STRAXUSDT,STOP_LOSS,0,2363.77,2.39,-62.5957,-2.648
GASUSDT,STOP_LOSS,0,2332.48,0.19,-61.7669,-2.648
BELUSDT,STOP_LOSS,0,2301.59,2.67,-61.0354,-2.652
MAGICUSDT,STOP_LOSS,0,2271.08,0.0,-60.1409,-2.648
BELUSDT,TRAILING,0,1824.35,4.2,38.9658,2.136
GUNUSDT,STOP_LOSS,0,2252.01,1.08,-59.6361,-2.648
TURBOUSDT,TRAILING,0,2252.01,10.18,176.0362,7.817
TURBOUSDT,STOP_LOSS,0,2318.69,0.0,-61.4018,-2.648
SYNUSDT,TRAILING,0,1331.48,4.23,26.4863,1.989
CETUSUSDT,TRAILING,0,2292.6,3.97,39.9513,1.743
PYRUSDT,TRAILING,0,2292.6,5.63,82.4611,3.597
CETUSUSDT,TRAILING,0,2362.44,5.89,85.4715,3.618
CETUSUSDT,TRAILING,0,2405.17,5.44,76.3544,3.175
SYNUSDT,TRAILING,0,1381.1,3.05,11.6172,0.841
VIRTUALUSDT,STOP_LOSS,0,2449.16,0.44,-64.8568,-2.648
SYNUSDT,TRAILING,0,1051.54,3.24,10.7884,1.026
PENGUUSDT,STOP_LOSS,0,2422.12,0.23,-64.1409,-2.648
BONKUSDT,STOP_LOSS,0,2390.05,2.18,-63.2916,-2.648
CETUSUSDT,STOP_LOSS,0,2358.41,1.16,-62.4536,-2.648
PUNDIXUSDT,STOP_LOSS,0,2327.18,2.12,-61.6267,-2.648
VIRTUALUSDT,STOP_LOSS,0,2296.37,2.25,-60.8107,-2.648
COOKIEUSDT,TRAILING,0,2257.47,3.82,36.017,1.595
AIXBTUSDT,TRAILING,0,2257.47,6.24,89.3795,3.959
BMTUSDT,TRAILING,0,935.58,11.71,87.1806,9.318
ASRUSDT,TRAILING,0,2372.25,4.96,64.314,2.711
PORTALUSDT,TRAILING,0,2374.7,10.22,196.7304,8.284
LAYERUSDT,TRAILING,0,1662.26,3.43,22.4949,1.353
HYPERUSDT,STOP_LOSS,0,1662.26,2.78,-44.081,-2.652
FIDAUSDT,STOP_LOSS,0,1662.26,0.71,-44.081,-2.652
HIGHUSDT,STOP_LOSS,0,2469.94,0.0,-65.4071,-2.648
LAYERUSDT,STOP_LOSS,0,2437.24,0.58,-64.6325,-2.652
EIGENUSDT,STOP_LOSS,0,2404.92,1.58,-63.6853,-2.648
PNUTUSDT,STOP_LOSS,0,2373.08,0.16,-62.842,-2.648
1000CATUSDT,TRAILING,0,1983.3,8.95,131.2599,6.618
MUBARAKUSDT,TRAILING,0,1879.82,14.48,226.0903,12.027
XAIUSDT,TRAILING,0,2012.04,3.72,30.0086,1.491
DOGSUSDT,STOP_LOSS,0,2525.83,2.45,-66.8871,-2.648
NEIROUSDT,TRAILING,0,2525.83,3.22,25.4748,1.009
PIXELUSDT,TRAILING,0,2505.2,3.9,41.9082,1.673
VELODROMEUSDT,STOP_LOSS,0,2505.2,2.89,-66.3408,-2.648
KAITOUSDT,TRAILING,0,2312.55,7.68,124.2138,5.371
ETHFIUSDT,TRAILING,0,2554.9,5.8,90.106,3.527
WIFUSDT,TRAILING,0,2554.9,3.1,22.7078,0.889
SSVUSDT,TRAILING,0,1183.77,10.71,98.7314,8.34
PARTIUSDT,TRAILING,0,1136.77,5.04,31.7248,2.791
INITUSDT,STOP_LOSS,0,1904.27,0.07,-50.4273,-2.648
ALPINEUSDT,TRAILING,0,375.26,5.16,10.8896,2.902
ETHFIUSDT,TRAILING,0,1904.27,3.2,18.7966,0.987
NILUSDT,STOP_LOSS,0,2675.78,0.56,-70.8581,-2.648
NEIROUSDT,STOP_LOSS,0,2640.36,0.11,-69.9199,-2.648
