symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
WUSDT,TRAILING,0,996.25,9.38,70.1182,7.038
CKBUSDT,TRAILING,0,996.25,3.3,10.8376,1.088
SAGAUSDT,TRAILING,0,996.25,3.4,11.7497,1.179
CYBERUSDT,TRAILING,0,996.25,3.39,11.6715,1.172
AMPUSDT,TRAILING,0,996.25,5.61,33.3041,3.343
DYDXUSDT,STOP_LOSS,0,1035.46,0.57,-42.9405,-4.147
COTIUSDT,TRAILING,0,2546.98,4.02,45.4743,1.785
AXLUSDT,TRAILING,0,1035.46,6.11,39.6584,3.83
STXUSDT,TRAILING,0,2042.35,4.22,40.611,1.988
CKBUSDT,TRAILING,0,2042.35,6.01,76.4115,3.741
ENSUSDT,TRAILING,0,1055.41,3.82,16.8122,1.593
LPTUSDT,TRAILING,0,1055.41,4.85,27.4003,2.596
POLUSDT,TRAILING,0,1055.41,3.59,14.4774,1.372
COTIUSDT,TRAILING,0,1055.41,3.23,10.6832,1.012
ROSEUSDT,TRAILING,0,1076.25,4.26,21.7901,2.025
AXLUSDT,STOP_LOSS,0,1076.25,2.22,-44.632,-4.147
BANANAUSDT,STOP_LOSS,0,1055.41,2.11,-43.7677,-4.147
POLUSDT,STOP_LOSS,0,2693.23,0.88,-111.6883,-4.147
ENSUSDT,STOP_LOSS,0,643.15,0.53,-26.6714,-4.147
NEIROUSDT,STOP_LOSS,0,2593.99,2.06,-107.5726,-4.147
TNSRUSDT,STOP_LOSS,0,643.15,0.0,-26.6714,-4.147
GALAUSDT,STOP_LOSS,0,643.15,0.45,-26.6714,-4.147
SEIUSDT,STOP_LOSS,0,643.15,0.75,-26.6714,-4.147
ARKMUSDT,TRAILING,0,991.01,5.26,29.7851,3.006
RLCUSDT,TRAILING,0,991.01,3.88,16.3745,1.652
POLYXUSDT,TRAILING,0,991.01,3.02,8.0162,0.809
XRPUSDT,TRAILING,0,1003.52,4.78,25.3779,2.529
METISUSDT,TRAILING,0,991.01,3.72,14.8077,1.494
APEUSDT,TRAILING,0,1003.52,4.98,27.397,2.73
YGGUSDT,TRAILING,0,991.01,3.74,15.0229,1.516
AXSUSDT,TRAILING,0,1017.72,4.35,21.4499,2.108
XRPUSDT,TRAILING,0,2544.81,4.74,63.4925,2.495
ZENUSDT,STOP_LOSS,0,2565.97,2.18,-106.4109,-4.147
WOOUSDT,TRAILING,0,2544.51,6.33,102.9705,4.047
ANKRUSDT,TRAILING,0,1724.18,3.61,23.9301,1.388
PEPEUSDT,TRAILING,0,1724.18,4.04,31.1878,1.809
RENDERUSDT,TRAILING,0,1724.18,4.09,31.9389,1.852
PYTHUSDT,STOP_LOSS,0,2639.53,1.17,-109.4612,-4.147
ARKUSDT,TRAILING,0,2575.1,4.82,66.3078,2.575
RADUSDT,STOP_LOSS,0,2575.1,1.99,-106.7895,-4.147
BOMEUSDT,STOP_LOSS,0,1021.98,2.45,-42.3813,-4.147
