symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
ALCXUSDT,TRAILING,0,392.15,7.64,20.9225,5.335
ALCXUSDT,STOP_LOSS,0,2510.46,1.3,-66.4802,-2.648
SEIUSDT,TRAILING,0,2477.22,3.02,19.974,0.806
ICPUSDT,STOP_LOSS,0,2487.21,2.03,-65.8644,-2.648
POWRUSDT,STOP_LOSS,0,2454.28,1.14,-64.9923,-2.648
PEOPLEUSDT,TRAILING,0,2421.78,4.98,66.1461,2.731
ENSUSDT,STOP_LOSS,0,2454.85,2.62,-65.0076,-2.648
SUIUSDT,STOP_LOSS,0,2422.35,0.74,-64.1468,-2.648
SYNUSDT,STOP_LOSS,0,2390.28,0.11,-63.2975,-2.648
SANTOSUSDT,TRAILING,0,2358.63,4.57,54.9008,2.328
SANTOSUSDT,STOP_LOSS,0,2386.08,0.0,-63.1863,-2.648
RADUSDT,STOP_LOSS,0,2354.48,1.11,-62.3497,-2.648
UMAUSDT,SMART_TP_TRAIL,0,2323.31,15.3,271.3529,11.68
RLCUSDT,TRAILING,0,2458.99,3.47,30.6831,1.248
UMAUSDT,STOP_LOSS,0,2362.9,1.85,-62.5724,-2.648
PROMUSDT,TRAILING,0,2433.88,4.27,49.5693,2.037
ARKUSDT,TRAILING,0,2433.88,6.52,103.0865,4.235
PONDUSDT,STOP_LOSS,0,2519.37,1.0,-66.716,-2.648
REQUSDT,TRAILING,0,2486.01,5.9,90.1847,3.628
SUPERUSDT,STOP_LOSS,0,2531.1,1.22,-67.0268,-2.648
AIUSDT,STOP_LOSS,0,2497.59,1.33,-66.1393,-2.648
CKBUSDT,STOP_LOSS,0,2464.52,1.59,-65.2636,-2.648
VTHOUSDT,STOP_LOSS,0,2431.89,1.8,-64.3994,-2.648
LPTUSDT,TRAILING,0,2399.69,3.75,36.6483,1.527
SANTOSUSDT,TRAILING,0,2418.01,5.91,88.1027,3.644
LPTUSDT,STOP_LOSS,0,2462.06,0.72,-65.1985,-2.648
DIAUSDT,TRAILING,0,2429.47,10.97,208.8483,8.596
ARKMUSDT,TRAILING,0,1682.92,3.6,23.2426,1.381
NFPUSDT,STOP_LOSS,0,1682.92,1.08,-44.566,-2.648
WLDUSDT,TRAILING,0,1682.92,3.32,18.5786,1.104
RLCUSDT,TRAILING,0,2532.52,3.08,22.0199,0.869
WLDUSDT,STOP_LOSS,0,2543.53,0.33,-67.3558,-2.648
VANRYUSDT,STOP_LOSS,0,2509.85,1.22,-66.4639,-2.648
FETUSDT,TRAILING,0,1644.89,4.0,29.1091,1.77
JASMYUSDT,STOP_LOSS,0,1644.89,2.19,-43.5586,-2.648
XAIUSDT,STOP_LOSS,0,1644.89,1.8,-43.5586,-2.648
ALTUSDT,TRAILING,0,2438.43,3.12,22.0548,0.904
GLMUSDT,STOP_LOSS,0,2438.43,1.31,-64.5728,-2.648
GRTUSDT,STOP_LOSS,0,2417.26,2.49,-64.0119,-2.648
FETUSDT,STOP_LOSS,0,2417.26,0.85,-64.0119,-2.648
SCUSDT,TRAILING,0,2362.34,5.0,64.8644,2.746
DEXEUSDT,STOP_LOSS,0,2394.77,1.31,-63.4166,-2.648
SCUSDT,STOP_LOSS,0,2363.07,1.14,-62.5769,-2.648
COTIUSDT,STOP_LOSS,0,2331.78,1.49,-61.7484,-2.648
ARKMUSDT,STOP_LOSS,0,2300.9,0.33,-60.9308,-2.648
CKBUSDT,TRAILING,0,2270.44,3.05,19.1385,0.843
ARUSDT,TRAILING,0,2280.01,6.66,99.6915,4.372
FETUSDT,TRAILING,0,1547.41,3.51,19.9841,1.291
YGGUSDT,STOP_LOSS,0,1547.41,2.86,-40.9774,-2.648
ARKMUSDT,STOP_LOSS,0,1547.41,1.85,-40.9774,-2.648
FETUSDT,STOP_LOSS,0,2290.25,0.38,-60.6486,-2.648
PEPEUSDT,TRAILING,0,2290.25,7.07,109.2498,4.77
FLOKIUSDT,SMART_TP_TRAIL,0,1542.97,17.28,209.87,13.602
SHIBUSDT,TRAILING,0,1542.97,5.78,54.1186,3.507
DOGEUSDT,TRAILING,0,1542.97,3.25,15.8817,1.029
SHIBUSDT,TRAILING,0,2463.1,5.77,86.2832,3.503
GALAUSDT,TRAILING,0,1248.42,3.31,13.6444,1.093
FLOKIUSDT,STOP_LOSS,0,1248.42,0.31,-33.0598,-2.648
PEPEUSDT,STOP_LOSS,0,1248.42,2.26,-33.0598,-2.648
MEMEUSDT,STOP_LOSS,0,1248.42,1.01,-33.0598,-2.648
TLMUSDT,TRAILING,0,1636.16,4.89,43.1242,2.636
HOTUSDT,TRAILING,0,1636.16,3.42,19.6453,1.201
GALAUSDT,STOP_LOSS,0,1636.16,0.41,-43.3275,-2.648
